SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,April-30-2018,Single Family Residential,9207 9th Ave NW,Seattle,WA,98117,1579995,6,4.25,Crown Hill,3478,5425,2020,118,454,,Pending,,,http://www.redfin.com/WA/Seattle/9207-9th-Ave-NW-98117/home/101091,NWMLS,1562777,N,Y,47.6962969,-122.368968
PAST SALE,May-15-2020,Single Family Residential,2519 NW 92nd St,Seattle,WA,98117,1825000,4,3.25,North Beach,3220,5001,2020,20,567,,Sold,,,http://www.redfin.com/WA/Seattle/2519-NW-92nd-St-98117/home/171222355,NWMLS,1583326,N,Y,47.6958218,-122.3892451
PAST SALE,March-20-2020,Single Family Residential,6744 9th Ave NW,Seattle,WA,98117,1235000,4,2.75,Whittier,2280,3816,1929,76,542,,Sold,,,http://www.redfin.com/WA/Seattle/6744-9th-Ave-NW-98117/home/497450,NWMLS,1569583,N,Y,47.6790891,-122.3684361
PAST SALE,March-12-2020,Single Family Residential,2329 NW 86th St,Seattle,WA,98117,1250000,4,2.5,Olympic Manor,2290,9142,1972,84,546,17,Sold,,,http://www.redfin.com/WA/Seattle/2329-NW-86th-St-98117/home/289072,NWMLS,1555379,N,Y,47.6910471,-122.3869388
PAST SALE,March-10-2020,Single Family Residential,7730 Jones Ave NW,Seattle,WA,98117,1049000,3,2.5,Loyal Heights,2320,4100,1931,86,452,,Sold,,,http://www.redfin.com/WA/Seattle/7730-Jones-Ave-NW-98117/home/166771,NWMLS,1567207,N,Y,47.6859176,-122.3862034
PAST SALE,March-27-2020,Single Family Residential,1910 NW 96th St,Seattle,WA,98117,1565000,6,4,North Beach,4185,6240,1954,69,374,,Sold,,,http://www.redfin.com/WA/Seattle/1910-NW-96th-St-98117/home/289183,NWMLS,1569847,N,Y,47.6991392,-122.3812749
PAST SALE,May-19-2020,Single Family Residential,9500 21st Ave NW,Seattle,WA,98117,1185000,3,2.25,North Beach,2309,5000,1937,16,513,,Sold,,,http://www.redfin.com/WA/Seattle/9500-21st-Ave-NW-98117/home/289528,NWMLS,1591073,N,Y,47.6983776,-122.3827424
PAST SALE,April-15-2020,Single Family Residential,8707 1st Ave NW,Seattle,WA,98117,1850000,7,4.5,Greenwood,4510,6350,2019,50,410,,Sold,,,http://www.redfin.com/WA/Seattle/8707-1st-Ave-NW-98117/home/101244,NWMLS,1552715,N,Y,47.6927566,-122.3582706
PAST SALE,March-30-2020,Single Family Residential,7057 22nd Ave NW,Seattle,WA,98117,1200000,4,3.25,Ballard,2830,5100,1913,66,424,,Sold,,,http://www.redfin.com/WA/Seattle/7057-22nd-Ave-NW-98117/home/163147,NWMLS,1555433,N,Y,47.6811512,-122.3845919
PAST SALE,April-10-2020,Single Family Residential,7316 28th Ave NW,Seattle,WA,98117,1070000,3,2.5,Loyal Heights,2740,3838,1959,55,391,,Sold,,,http://www.redfin.com/WA/Seattle/7316-28th-Ave-NW-98117/home/166776,NWMLS,1570040,N,Y,47.681868,-122.3926437
PAST SALE,May-11-2020,Single Family Residential,6736 4th Ave NW,Seattle,WA,98117,1325000,3,3.75,Phinney Ridge,2880,5000,1920,24,460,,Sold,,,http://www.redfin.com/WA/Seattle/6736-4th-Ave-NW-98117/home/495687,NWMLS,1591162,N,Y,47.6788176,-122.3612702
PAST SALE,May-7-2020,Single Family Residential,8841 Dibble Ave NW,Seattle,WA,98117,1620000,5,3.5,Crown Hill,3518,4970,2020,28,460,,Sold,,,http://www.redfin.com/WA/Seattle/8841-Dibble-Ave-NW-98117/home/101036,NWMLS,1579100,N,Y,47.6940121,-122.3675839
PAST SALE,May-27-2020,Single Family Residential,8603 21st Ave NW,Seattle,WA,98117,1210000,4,2.5,Olympic Manor,3120,9262,1956,8,388,8,Sold,,,http://www.redfin.com/WA/Seattle/8603-21st-Ave-NW-98117/home/289140,NWMLS,1589928,N,Y,47.6913978,-122.3835183
PAST SALE,March-26-2020,Single Family Residential,7526 Dibble Ave NW,Seattle,WA,98117,1236000,4,2.5,Whittier,2120,3648,1928,70,583,,Sold,,,http://www.redfin.com/WA/Seattle/7526-Dibble-Ave-NW-98117/home/498201,NWMLS,1572680,N,Y,47.6840829,-122.3670046
PAST SALE,May-18-2020,Single Family Residential,7342 9th Ave NW,Seattle,WA,98117,1025000,4,2.75,Whittier,2200,4000,1929,17,466,,Sold,,,http://www.redfin.com/WA/Seattle/7342-9th-Ave-NW-98117/home/497875,NWMLS,1589815,N,Y,47.6827182,-122.3680336
PAST SALE,March-31-2020,Single Family Residential,116 NW 78th St,Seattle,WA,98117,1101000,3,2.75,Phinney Ridge,2560,4120,1965,65,430,,Sold,,,http://www.redfin.com/WA/Seattle/116-NW-78th-St-98117/home/498516,NWMLS,1571917,N,Y,47.6857038,-122.3587369
PAST SALE,March-6-2020,Single Family Residential,7342 10th Ave NW,Seattle,WA,98117,1215000,3,1.75,Whittier,2280,5030,1956,90,533,,Sold,,,http://www.redfin.com/WA/Seattle/7342-10th-Ave-NW-98117/home/496514,NWMLS,1563296,N,Y,47.6826984,-122.3690924
PAST SALE,March-26-2020,Single Family Residential,6749 18th Ave NW,Seattle,WA,98117,1330000,6,2.75,Ballard,2420,5100,1925,70,550,,Sold,,,http://www.redfin.com/WA/Seattle/6749-18th-Ave-NW-98117/home/165693,NWMLS,1568495,N,Y,47.6791368,-122.3802414
PAST SALE,March-26-2020,Single Family Residential,408 NW 70th St,Seattle,WA,98117,1100000,4,2,Phinney Ridge,2300,5000,1918,70,478,,Sold,,,http://www.redfin.com/WA/Seattle/408-NW-70th-St-98117/home/498454,NWMLS,1566114,N,Y,47.6797484,-122.3618561
PAST SALE,April-8-2020,Single Family Residential,3221 NW 72nd St,Seattle,WA,98117,1050000,3,2.5,Sunset Hill,2080,4200,1965,57,505,,Sold,,,http://www.redfin.com/WA/Seattle/3221-NW-72nd-St-98117/home/290277,NWMLS,1580640,N,Y,47.6807458,-122.3993194
PAST SALE,April-17-2020,Single Family Residential,162 NW 73rd St,Seattle,WA,98117,1050000,4,2.75,Phinney Ridge,2270,3750,1929,48,463,,Sold,,,http://www.redfin.com/WA/Seattle/162-NW-73rd-St-98117/home/498400,NWMLS,1582293,N,Y,47.6818524,-122.3589427
PAST SALE,April-8-2020,Single Family Residential,8041 30th Ave NW,Seattle,WA,98117,1165000,4,2.75,Sunset Hill,2020,4640,1941,57,577,,Sold,,,http://www.redfin.com/WA/Seattle/8041-30th-Ave-NW-98117/home/163655,NWMLS,1568752,N,Y,47.6880106,-122.3960104
PAST SALE,March-17-2020,Single Family Residential,628 NW 76th St,Seattle,WA,98117,1575000,6,3.5,Ballard,3625,3860,2019,79,434,,Sold,,,http://www.redfin.com/WA/Seattle/628-NW-76th-St-98117/home/495446,NWMLS,1527921,N,Y,47.6842576,-122.3645422
PAST SALE,March-20-2020,Single Family Residential,6523 4th Ave NW,Seattle,WA,98117,1400000,5,4,Phinney Ridge,3100,5000,1928,76,452,,Sold,,,http://www.redfin.com/WA/Seattle/6523-4th-Ave-NW-98117/home/498107,NWMLS,1560990,N,Y,47.6767399,-122.361744
PAST SALE,March-19-2020,Single Family Residential,2805 NW 92nd St,Seattle,WA,98117,1458000,4,3.25,North Beach,3010,6630,1954,77,484,,Sold,,,http://www.redfin.com/WA/Seattle/2805-NW-92nd-St-98117/home/289079,NWMLS,1555723,N,Y,47.6958159,-122.3931649
